,ResponseId,accuracy_journalism,change_mind,confidence_suicide,confidence_weight,fda_reg,funding,gender,is_control,is_dailybeast,is_nyt,political_party,prev_rate_belief,prev_weight_belief,rate_of_suicide,weight
83,R_2ALLsRuQJP2yR4R,A little accurate,,Somewhat sure,Mostly sure,Yes,Preventing suicide among teenage girls,Female,1,0,0,"None, Independent",,,The rate of suicide among teenage girls,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
84,R_1ozKqamOnbYevwt,Somewhat accurate,,Mostly sure,Mostly sure,No,Preventing suicide among teenage boys,Male,1,0,0,Democratic Party,,,The rate of suicide among teenage boys,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
85,R_2WuMT3QaJv7qAGR,Mostly inaccurate,,A little sure,Somewhat sure,No,Preventing suicide among teenage girls,Female,1,0,0,Democratic Party,,,The rate of suicide among teenage girls,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
86,R_27Im7gvrJmfULI2,Mostly accurate,,Somewhat sure,Somewhat sure,No,Preventing suicide among teenage girls,Male,1,0,0,Democratic Party,,,The rate of suicide among teenage girls,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
87,R_3M3Goaw5zs2g0QG,Somewhat accurate,,Not very sure,Mostly sure,Yes,Preventing suicide among teenage girls,Male,1,0,0,"None, Independent",,,The rate of suicide among teenage girls,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
88,R_1r2gVRUJpxSuCKs,Somewhat accurate,,Mostly sure,Mostly sure,No,Preventing suicide among teenage girls,Female,1,0,0,"None, Independent",,,The rate of suicide among teenage girls,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
89,R_3Rf2imnyIDmiJY7,Somewhat accurate,,Somewhat sure,Extremely sure,Yes,Preventing suicide among teenage girls,Male,1,0,0,Democratic Party,,,The rate of suicide among teenage girls,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
90,R_1jCH3X7wvWuEp2X,A little accurate,,A little sure,Somewhat sure,No,Preventing suicide among teenage girls,Female,1,0,0,Republican Party,,,The rate of suicide among teenage boys,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
91,R_10H4cAXkMDUeNhx,Somewhat accurate,,Somewhat sure,Somewhat sure,No,Preventing suicide among teenage boys,Male,1,0,0,Republican Party,,,The rate of suicide among teenage boys,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
92,R_3PcqBTu1oj5GBdD,A little accurate,,Mostly sure,Somewhat sure,Yes,Preventing suicide among teenage boys,Female,1,0,0,"None, Independent",,,The rate of suicide among teenage boys,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
93,R_3IPLqJa5s3lUlnW,Somewhat accurate,,Mostly sure,Extremely sure,Yes,Preventing suicide among teenage girls,Female,1,0,0,Republican Party,,,The rate of suicide among teenage girls,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
94,R_0r2Q9lmGREfIt0t,Mostly accurate,,Somewhat sure,Extremely sure,No,Preventing suicide among teenage girls,Female,1,0,0,Libertarian Party,,,The rate of suicide among teenage girls,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
95,R_2ZW6SJtXskRBZ4T,Mostly inaccurate,,Somewhat sure,Somewhat sure,Yes,Preventing suicide among teenage boys,Other,1,0,0,"None, Independent",,,The rate of suicide among teenage boys,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
96,R_cMFiwfnC3gbslqN,Extremely accurate,,Somewhat sure,Mostly sure,Yes,Preventing suicide among teenage boys,Female,1,0,0,Green Party,,,The rate of suicide among teenage boys,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
97,R_3PTCXHW7QKee7vP,A little accurate,,Mostly sure,Somewhat sure,No,Preventing suicide among teenage girls,Female,1,0,0,"None, Independent",,,The rate of suicide among teenage boys,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
98,R_1Ehzbpd2J9YGFHx,Extremely accurate,,Somewhat sure,Somewhat sure,Yes,Preventing suicide among teenage girls,Male,1,0,0,Libertarian Party,,,The rate of suicide among teenage girls,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
99,R_1Fqw1LvE9GMXm5O,Somewhat accurate,,Mostly sure,Extremely sure,No,Preventing suicide among teenage boys,Male,1,0,0,Republican Party,,,The rate of suicide among teenage boys,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
0,R_ONC6JlpGtazhE4x,Somewhat accurate,Yes,Somewhat sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
1,R_2QlezofAVMuV6IY,Extremely inaccurate,No,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",The suicide rate of teenage girls,,The rate of suicide among teenage girls,
2,R_1DpqJSrkm1uma8f,Mostly accurate,No,Somewhat sure,,,Preventing suicide among teenage boys,Female,0,1,0,Libertarian Party,Neither (rates same),,The rate of suicide among teenage boys,
3,R_WiHy0Oq7EiU0ndv,Extremely inaccurate,Yes,Somewhat sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage girls,
4,R_cTi5deXDyqPR7Nv,A little accurate,Yes,Somewhat sure,,,Preventing suicide among teenage boys,Female,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
5,R_2WVyqTiaw2SlpkZ,Somewhat accurate,No,Somewhat sure,,,Preventing suicide among teenage boys,Male,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
6,R_2eWfZcjMSteuXZA,Mostly accurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
7,R_UonyuQwuiZxY0hP,Extremely accurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Republican Party,No prior knowledge,,The rate of suicide among teenage girls,
8,R_3FUU8KiihLFMRpa,A little accurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,"None, Independent",No prior knowledge,,The rate of suicide among teenage girls,
9,R_5cGLX1Iw5PPiR4l,Somewhat accurate,No,Somewhat sure,,,Preventing suicide among teenage boys,Male,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
10,R_O1mjgj7hD42LVkZ,Extremely inaccurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,Libertarian Party,No prior knowledge,,The rate of suicide among teenage girls,
11,R_3GoYxVnYuVg0NF8,Somewhat accurate,No,Not sure at all (No confidence in the answer),,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",No prior knowledge,,The rate of suicide among teenage girls,
12,R_264Se02Sp0k1smE,A little accurate,No,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
13,R_1OCW3PLxOeiytaQ,Mostly accurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Republican Party,No prior knowledge,,The rate of suicide among teenage boys,
14,R_1rIgeD021Ai7cKu,Mostly inaccurate,No,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,"None, Independent",No prior knowledge,,The rate of suicide among teenage girls,
15,R_W83jFhDMj2U9BcJ,Mostly accurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,Neither (rates same),,The rate of suicide among teenage girls,
16,R_1ly3z9foUuzkHOD,Somewhat accurate,No,Somewhat sure,,,Preventing suicide among teenage boys,Female,0,1,0,Democratic Party,Neither (rates same),,The rate of suicide among teenage girls,
17,R_3pb4vTmC89pJJBC,Extremely accurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,Neither (rates same),,The rate of suicide among teenage girls,
18,R_BMlAexNwO81CgrT,Somewhat accurate,No,Not very sure,,,Preventing suicide among teenage boys,Male,0,1,0,Republican Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
19,R_2w1gpGJ7X9sdHn9,Somewhat accurate,No,Somewhat sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
20,R_cPeNucnC6o1b8t3,Somewhat accurate,Yes,A little sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",The suicide rate of teenage boys,,The rate of suicide among teenage girls,
21,R_1E6dvcOAPawBHQY,Mostly inaccurate,No,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,"None, Independent",The suicide rate of teenage girls,,The rate of suicide among teenage girls,
22,R_3Dd4eCHLFrOGkwZ,A little accurate,No,Not very sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
23,R_2Scyzglhnvz7t9E,A little accurate,No,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
24,R_3k6WyAxHgtqzCpc,Somewhat accurate,No,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
25,R_6fhgDZ78pVzQmKR,Extremely inaccurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,Republican Party,Neither (rates same),,The rate of suicide among teenage girls,
26,R_10VIZkEjblruHxV,Mostly accurate,Yes,Somewhat sure,,,Preventing suicide among teenage girls,Female,0,1,0,"None, Independent",Neither (rates same),,The rate of suicide among teenage girls,
27,R_und2UWGLpYaXY1H,A little accurate,No,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
28,R_yxbYNZiBZe8qudj,A little accurate,No,Somewhat sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",The suicide rate of teenage girls,,The rate of suicide among teenage girls,
29,R_vTALU74jbTQQXa9,Mostly inaccurate,No,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,"None, Independent",The suicide rate of teenage girls,,The rate of suicide among teenage girls,
30,R_2YzVHi1yyfJcs45,Mostly accurate,No,Somewhat sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
31,R_27D90LTaNDMxoIB,Mostly inaccurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",The suicide rate of teenage boys,,The rate of suicide among teenage girls,
32,R_1f7WorKBhEXqc6w,Extremely inaccurate,No,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
33,R_2RPbzSYkCHpCS1N,Somewhat accurate,Yes,A little sure,,,Preventing suicide among teenage girls,Female,0,1,0,Republican Party,No prior knowledge,,The rate of suicide among teenage girls,
34,R_1rICR1lTU84F8EA,Somewhat accurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,Neither (rates same),,The rate of suicide among teenage girls,
35,R_5ceH7dpzHm6ukJX,A little accurate,Yes,Somewhat sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage girls,
36,R_27O1AofAIvMzkeA,Mostly accurate,No,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
37,R_3IcOFo4kCIAQLxP,Mostly inaccurate,No,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
38,R_WxkBwnZlf502wyl,Mostly inaccurate,No,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",The suicide rate of teenage girls,,The rate of suicide among teenage girls,
39,R_2zl0QlOto5NDOBw,Somewhat accurate,No,A little sure,,,Preventing suicide among teenage girls,Female,0,1,0,Republican Party,No prior knowledge,,The rate of suicide among teenage girls,
40,R_1QEZlNYB4jIqCae,Extremely inaccurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,Republican Party,No prior knowledge,,The rate of suicide among teenage girls,
41,R_YQwmlISXUJL4Vbz,A little accurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Republican Party,Neither (rates same),,The rate of suicide among teenage girls,
42,R_diLXqKTSLgVMqxH,Mostly inaccurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,Neither (rates same),,The rate of suicide among teenage girls,
43,R_27TIZtiyKXfnHby,A little accurate,No,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Other,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
44,R_r2Pg44SGGHbImaJ,Somewhat accurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",Neither (rates same),,The rate of suicide among teenage girls,
45,R_77dVIJQVCykpUKB,Mostly accurate,No,Somewhat sure,,,Preventing suicide among teenage boys,Female,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
46,R_Rk9EVQUblK5wd7H,Extremely inaccurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,"None, Independent",No prior knowledge,,The rate of suicide among teenage girls,
47,R_3ikxYsxqVL0lkMn,Mostly accurate,No,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",The suicide rate of teenage girls,,The rate of suicide among teenage girls,
48,R_2OUW9sFKVvwzSgP,Somewhat accurate,No,Not very sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
49,R_2QgjK2O4gYNSaGU,Mostly inaccurate,No,Mostly sure,,,Preventing suicide among teenage boys,Female,0,1,0,"None, Independent",The suicide rate of teenage girls,,The rate of suicide among teenage boys,
50,R_8zWWzjcDuJ80Wrf,Somewhat accurate,No,Mostly sure,,,Preventing suicide among teenage boys,Female,0,1,0,"None, Independent",The suicide rate of teenage boys,,The rate of suicide among teenage boys,
51,R_2CVSk7CiNvq1WSS,Mostly inaccurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
52,R_2rH0yLlKuLfHCqD,Somewhat accurate,Yes,Somewhat sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
53,R_30jH7zewkmTDIeH,Extremely inaccurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,Republican Party,Neither (rates same),,The rate of suicide among teenage girls,
54,R_3D6N2IdfIPPtR5Y,A little accurate,No,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",The suicide rate of teenage girls,,The rate of suicide among teenage girls,
55,R_3D6oi8ZfTcvQzXQ,Mostly accurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,Neither (rates same),,The rate of suicide among teenage girls,
56,R_1FPT91Tsx57gnZd,A little accurate,No,Somewhat sure,,,Preventing suicide among teenage girls,Male,0,1,0,Republican Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
57,R_3rPybSKYSgM4YGq,Mostly accurate,Yes,Somewhat sure,,,Preventing suicide among teenage boys,Female,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
58,R_2ruArNPWLAkqzRV,A little accurate,No,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,"None, Independent",The suicide rate of teenage girls,,The rate of suicide among teenage girls,
59,R_2zNstogdYAvz7C2,Extremely inaccurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",Neither (rates same),,The rate of suicide among teenage girls,
60,R_2qEmrdiEonE5spI,Mostly inaccurate,Yes,A little sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",No prior knowledge,,The rate of suicide among teenage girls,
61,R_aaWNcIGLCcjUp4l,Somewhat accurate,No,Somewhat sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
62,R_2ONj13QzCHinSUd,Extremely inaccurate,No,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
63,R_1eqOwmC9EbDPPoP,Mostly inaccurate,No,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
64,R_4MBneu9bbwAClUJ,Somewhat accurate,No,Somewhat sure,,,Preventing suicide among teenage boys,Male,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
65,R_2czKj1tjnUaC5DC,A little accurate,No,Mostly sure,,,Preventing suicide among teenage boys,Male,0,1,0,"None, Independent",The suicide rate of teenage boys,,The rate of suicide among teenage boys,
66,R_1ou1BGef4CSuLzM,Somewhat accurate,No,Mostly sure,,,Preventing suicide among teenage boys,Male,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
67,R_1mLBvdMSUNAnagS,Mostly accurate,No,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Republican Party,Neither (rates same),,The rate of suicide among teenage boys,
68,R_1puGLEE0ShUQDDu,Somewhat accurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,Neither (rates same),,The rate of suicide among teenage girls,
69,R_2Vyjmc8Or5RZJJF,Mostly accurate,Yes,Somewhat sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage girls,
70,R_10wxNAXPh1Ydyy3,Somewhat accurate,No,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
71,R_1LtYQ2LLE4oecrm,Somewhat accurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
72,R_10ZMVNj5aEp3B79,A little accurate,No,Mostly sure,,,Preventing suicide among teenage boys,Male,0,1,0,Republican Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
73,R_2aelfHBIfDbO6fC,Mostly accurate,Yes,A little sure,,,Preventing suicide among teenage girls,Male,0,1,0,Republican Party,The suicide rate of teenage boys,,The rate of suicide among teenage girls,
74,R_r3E3jCRVGy6LvpL,Mostly accurate,No,Mostly sure,,,Preventing suicide among teenage boys,Male,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
75,R_2Xj8SHUl393O5K1,Extremely accurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,Republican Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
76,R_3RllcDVQex3CvCX,Somewhat accurate,No,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,"None, Independent",The suicide rate of teenage girls,,The rate of suicide among teenage girls,
77,R_NXTfGODPBFpr8Zz,Somewhat accurate,Yes,Somewhat sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage girls,
78,R_yyAzGavQrbn13r3,A little accurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,"None, Independent",Neither (rates same),,The rate of suicide among teenage girls,
79,R_b4ox5YTgKIRb8lP,Mostly inaccurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,"None, Independent",Neither (rates same),,The rate of suicide among teenage girls,
80,R_1mE1jYAq4JM2Nlx,Mostly inaccurate,No,Extremely sure,,,Preventing suicide among teenage boys,Male,0,1,0,Republican Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
81,R_wKShOeXSIg6LNE5,Mostly accurate,No,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
82,R_2VkeCglcHWxPGtO,A little accurate,No,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,Neither (rates same),,The rate of suicide among teenage girls,
83,R_1Gx20E42sssncH0,A little accurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,Neither (rates same),,The rate of suicide among teenage girls,
84,R_1kLXSoT55QwpRNW,Somewhat accurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
85,R_2ZV8WWZI4yVURSC,Extremely inaccurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Republican Party,The suicide rate of teenage boys,,The rate of suicide among teenage girls,
86,R_3iX7CS5arPZySFj,Mostly inaccurate,Yes,Not very sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
87,R_urgC8UFKQ7HLxap,Mostly accurate,No,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage boys,
88,R_23fR3D6GqVcSNl1,Mostly inaccurate,No,Not very sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
89,R_2pJKeMVy2CUW57l,Mostly inaccurate,No,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Republican Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
90,R_eEsOzUKV4JMxrJT,Mostly inaccurate,Yes,Somewhat sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage girls,
91,R_1giEVtVN9BsEBud,Mostly inaccurate,Yes,Somewhat sure,,,Preventing suicide among teenage girls,Female,0,1,0,Green Party,No prior knowledge,,The rate of suicide among teenage girls,
92,R_33x1SupHye3fRma,Mostly inaccurate,No,A little sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage boys,,The rate of suicide among teenage girls,
93,R_Q5pF8XZgDAYK86Z,Mostly inaccurate,No,Extremely sure,,,Preventing suicide among teenage boys,Female,0,1,0,"None, Independent",The suicide rate of teenage boys,,The rate of suicide among teenage boys,
94,R_1q32c9QPf3vxeax,Mostly accurate,Yes,A little sure,,,Preventing suicide among teenage boys,Male,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage boys,
95,R_BDp0GXjesea64zD,Extremely inaccurate,No,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,The suicide rate of teenage girls,,The rate of suicide among teenage girls,
96,R_31hDC6wTMGR2r7F,Extremely inaccurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Male,0,1,0,Republican Party,Neither (rates same),,The rate of suicide among teenage girls,
97,R_eD33rFFMfgdbPqh,Somewhat accurate,Yes,Somewhat sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
98,R_2CQDwECz8tOBGCj,Mostly inaccurate,Yes,Mostly sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
99,R_1gOBEZ4Xdz5hvPb,A little accurate,Yes,Extremely sure,,,Preventing suicide among teenage girls,Female,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
100,R_XHfoWu9rMTWsM9j,Somewhat accurate,No,Mostly sure,,,Preventing suicide among teenage girls,Male,0,1,0,Democratic Party,No prior knowledge,,The rate of suicide among teenage girls,
0,R_28HBKrk3pksrvkh,Mostly accurate,Yes,,Extremely sure,Yes,,Male,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume."
1,R_1FnS1djYLeKSyhH,Somewhat accurate,No,,Somewhat sure,No,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
2,R_e2ngYMggmizGp3z,Mostly accurate,Yes,,Somewhat sure,Yes,,Female,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the quality of the food you eat, REGARDLESS of the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
3,R_V4QMUGEn3FisivT,Somewhat accurate,No,,Somewhat sure,No,,Female,0,0,1,Republican Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
4,R_3PcQCJTNvQ9aRtD,Somewhat accurate,No,,Somewhat sure,No,,Female,0,0,1,Democratic Party,,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
5,R_3kuE1rQ3BlUwwq0,Mostly accurate,No,,Mostly sure,No,,Male,0,0,1,"None, Independent",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat.",,"Losing weight depends MOSTLY on the difference between the number of calories you consume (take in) and the number you burn (use), which is the overall net quantity of calories you consume, REGARDLESS of the quality of food you eat."
